"The Argo Scholarship Fund consists of twenty scholarships of $1,000 each. If this fund is to last for twenty years and the annual rate of interest is 5%, what is the amount needed to establish the fund?","$15,000","$12,462","$10,000","$20,000",B,stemez-Business
"InBrowningtown, water is sold to home owners by the cubic foot at the rate of $15.31 for up to and including 3,600 cubic feet, and $.15 for each 100 cubic feet over 3,600 cubic feet. Local taxes on water usage are 4%. If the Thomas family recently received a bill for 35,700 cubic feet of water, how much were they charged?",$60,$72,$70,$66,D,stemez-Business
"The assessed valuation of the taxable property in the town of Smithville is $52,384,600. The taxes to be raised are $123,475 for a new local project, $931,442.75 for educational purposes, and $319,878 for health and welfare needs. Find the town's tax rate (a) to thousandths of a percent, (b) in mills per $1 of assessed value (c) in cents per $100 of assessed value, and (d) in mills per $1,000 of assessed value.","1.624%, 16.24 mills per $1, 162.4 cents per $100, 16,240 mills per $1000","2.124%, 21.24 mills per $1, 212.4 cents per $100, 21,240 mills per $1000","3.124%, 31.24 mills per $1, 312.4 cents per $100, 31,240 mills per $1000","2.624%, 26.24 mills per $1, 262.4 cents per $100, 26,240 mills per $1000",D,stemez-Business
"If two friends have an equal sum to invest, and one invests in bonds and the other in real estate, which represents an advantage to the real estate investor? (i) Simpler management (ii) Easier liquidation (iii) Tax regulations (iv) Greater diversification",Simpler management,Easier liquidation,Greater diversification,Tax regulations,D,stemez-Business
"Mr. Stone decides to take a loan from his bank to purchase a new car. If he borrows $4,000 for ninety days at 6 percent discount, how much will he actually receive?","$4,060","$3,860","$3,940","$4,000",C,stemez-Business
Express the tax rates (A) 3.06% (B) 6.85% as mills per dollar of assessed valuation.,"3.06% = 30.6 mills per dollar, 6.85% = 68.5 mills per dollar","3.06% = 6.12 mills per dollar, 6.85% = 13.7 mills per dollar","3.06% = 61.2 mills per dollar, 6.85% = 137 mills per dollar","3.06% = 15.3 mills per dollar, 6.85% = 34.25 mills per dollar",A,stemez-Business
"What is the tax on a house with a market value of $18,400, if theassessed value is at 65% and the tax rate is $4.57 per $100.",$450.67,$650.75,$546.57,$400.55,C,stemez-Business
"You are planning to carpet a room 14'6"" by 11'3"". The price is $11.95 per sq. yd. Assuming that available widths are 15' and 12'. which is more economical? What is the cost?","15' width is more economical, $224.06","12' width is more economical, $224.06","15' width is more economical, $250.00","12' width is more economical, $250.00",A,stemez-Business
"A store sells two items for $10 each. One item costs $5.25, while the other costs $6.50. What ratio of items at each price must be purchased in order to have an average markup based on the selling price of 40%?",3 to 2,2 to 3,1 to 2,3 to 1,A,stemez-Business
"A company manager found that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit.",300 < X < 900,150 < X < 750,200 < X < 800,100 < X < 700,C,stemez-Business
"A note bearing interest at 7% for 60 days with a face value of $3,000 was issued on September 25. On November 1, the note was discounted at 5 (1/2)%. What were the proceeds?",$3024.34,$10.66,$210,$3035,A,stemez-Business
"Florsheimand Co. accepted a 90-day sight draft for $425.00 on October 10. It was discounted on November 1 at 5%. If their bank charged a (1/3)% collection fee, what were the proceeds?",$423.58,$417.14,$425.00,$419.57,D,stemez-Business
"Y is paid $380 semi-monthly. W receives $55 per day, and works four days each week. U is paid $480.00 per month S makes a bi-weekly salary of $515. All are paid for a 52-week year a) What is the yearly salary of each? b) How much does each student make, per week?","Y: $912 yearly, $17.53 weekly; W: $1144 yearly, $22 weekly; U: $576 yearly, $11.07 weekly; S: $1339 yearly, $25.75 weekly","Y: $9120 yearly, $175.38 weekly; W: $11440 yearly, $220 weekly; U: $5760 yearly, $110.77 weekly; S: $13390 yearly, $257.50 weekly","Y: $3800 yearly, $170.38 weekly; W: $5500 yearly, $200 weekly; U: $4800 yearly, $100.77 weekly; S: $5150 yearly, $257.00 weekly","Y: $91200 yearly, $1753.80 weekly; W: $114400 yearly, $2200 weekly; U: $57600 yearly, $1107.70 weekly; S: $133900 yearly, $2575.00 weekly",B,stemez-Business
Find the total earnings of an employee who worked 43 hours and earns $3.00 per hour with time and a half for more than 40 hours per week.,$136.00,$140.50,$129.00,$133.50,D,stemez-Business
"A canning company bought a $15,000 piece of machinery for its vegetable farm. The machinery is expected to last six years at which time it will have no residual value. The company wishes to use the maximum percentage allowable under the declining-balance method for computing the depreciation. Find the depreciation and book value for the first three years of operation.","Year 1: $7,500, Year 2: $5,000, Year 3: $2,500","Year 1: $3,000, Year 2: $2,000, Year 3: $1,000","Year 1: $2,500, Year 2: $1,667, Year 3: $1,111","Year 1: $5,000, Year 2: $3,333, Year 3: $2,222",D,stemez-Business
"Grey's Truck Rental Service currently charges $180 per week for the use of one of their moving trucks. Presently, Ms. Grey is renting out an average of 200 trucks per week. She estimates there will be a drop in demand of 1 truck per week if she raises the rental price by $1 a truck. What is the price that will maximize revenues?",$180,$190,$210,$200,B,stemez-Business
"00 p.m., traveled 540 miles and arrived at its destination at 2:30 p.m. Find the average speed of the plane in miles per hour.",450 mph,270 mph,180 mph,360 mph,D,stemez-Business
"TencerInc. has estimated its revenue function to be r(x) = 3x^2, where x is the number of years the company has been in business and r(x) is the total revenue earned up to year x in millions. The profit function is f(x) = 2x^2 - 5x +1, f(x) is the total profit earned up to year x. What is the cost accrued over a three year period? What is the rate of change of cost of production by the end of the third year?","$22 million, $11 million","$20 million, $10 million","$25 million, $12 million","$23 million, $11 million",D,stemez-Business
"An automobile that cost $3,000 four years ago is now worth $1,000. What is the average yearly depreciation?","$1,000",$750,"$2,000",$500,D,stemez-Business
"Mrs. Reynolds purchased $450 worth of carpeting on an easy payment plan that required $70 down, with the balance in 12 monthly payments of $35 each. What was the annual interest rate she paid?",20.3%,21.6%,19.4%,17.5%,C,stemez-Business
Mrs. Kaplan purchased a $200 coffee table on an installment plan for $35 down and 9 monthly payments of $20. Find the annual Interest rate she paid.,15%,20%,21.8%,25%,C,stemez-Business
George sells vacuum cleaners for $75 each. He receives a 30% commission on each cleaner. Last week he sold 13 machines. What were his total earnings?,$405,$75,$292.50,$975,C,stemez-Business
A desk valued at $125 can be purchased on the installment plan with a down payment of $16.25 and 16 monthly payments of $7.50. Calculate the interest rate involved.,15.2%,16.3%,13.5%,14.6%,D,stemez-Business
"Mr. Thomas purchased a $190 lawn mower on an installment plan. He was charged a flat fee of 8% per year as a service charge. If Mr. Thomas paid for the mower in 6 equal monthly payments, how much was each monthly payment? What was the true interest rate he was charged?",$40 and 12%,$35 and 10%,$32.93 and 13.7%,$30 and 15%,C,stemez-Business
"Debra Cole wishes to buy a used car worth $720. She can either pay for the car on the installment plan, with 10% down and 12 monthly payments of $65, or borrow the $720 for the same 12 month period at 8% interest. Which method of financing is more economical? By how much?",Pay on the installment plan with savings of $74.40,Pay on the installment plan with no savings,Borrow the $720 at 8% interest with savings of $74.40,Borrow the $720 with no savings,C,stemez-Business
"Mr. Preston brought a new car for $4,500. He used the car foreight years and then sold it for $475. (a) What was the totaldepreciation? (b) What was the averageyearly depreciation?","$4,025 and $503.13","$4,975 and $621.88","$5,025 and $628.13","$3,025 and $378.13",A,stemez-Business
The marginal cost of producing an item is y' = 3 + x + [(e^-x) / 4]. What does it cost to produce one item if the fixed cost is $4?,$7.55,$7.66,$7.45,$7.77,B,stemez-Business
"A bookstore can obtain from a publisher 200 anthropology textbooks for $3 each. The store believes it can sell these books at $15 each, but will be able to sell 10 more for every 50 cent reduction in the price. What is the price that maximizes its profit per book?",$12,$15,$14,$13,C,stemez-Business
"Solve the following problems. (a) A plot of land containing 487 (1/2) acres were broken up into smaller plots containing 3 (1/4) acres apiece. Find the number of smaller plots that were formed. (b) 450 freshmen entered ahighschool. Of these only (2/3) will graduate four years later. Of those that graduate, (1/6) will receive an A average. Find how many graduating seniors will have an A average. (c) TheGoreman'sGlue Factory wishes to package 4,000 pints of glue in containerthat hold (2/3) pint each. How may containers are needed?","140 plots, 55 graduating seniors with an A average, 6500 containers","160 plots, 40 graduating seniors with an A average, 7000 containers","130 plots, 60 graduating seniors with an A average, 5000 containers","150 plots, 50 graduating seniors with an A average, 6000 containers",D,stemez-Business
"The ABC Leasing Co. charges depreciation on its typewriters at the rate of 15% per year on the declining balance method. The customer service department recently purchased ten typewriters for $4,800. What will the book value of each of the typewriters be at the end of three years? What will the depreciation expense be for each of these years?",$520.20,$294.78,$612,$720,B,stemez-Business
"Mary O' Grady recently worked 44 hours during a regular (Monday-Friday) week. In addition, she worked 4(1/2) hours on Saturday and 3 hours on Sunday. Time and a half is paid for all hours worked over 40 during the regular week and for all Saturday work. Double time is paid for all hours worked on Sunday. What were her gross earnings for the week if her regular rate is $3.10 an hour?",$200.00,$182.13,$160.00,$150.00,B,stemez-Business
"ACEPLUS SALES COMPANY wants to pay its employees a bonus as an incentive. It is decided that 70% of the labor-cost savings for the quarter will be distributed to the employees. The employer will retain 30%. The quarterly sales information is: Total Sales Total Labor cost $100,000. $32,000. The standard total cost of labor is 40% of the adjusted sales price. (i) What is the total amount to be paid to the employees as an incentive? (ii) What percentage of wages earned in the quarter will the workers receive as bonus? (The bonus will be paid as a set percentage of the employee's earnings).","$5,000 and 16%","$6,200 and 20%","$5,600 and 17.5%","$4,500 and 15%",C,stemez-Business
"Owens Company accepted a draft, 90-day sight, amounting to $560 drawn on them by Watts Bros. Watts Bros, had the draft discounted 34 days before the due date at 6%. What were the proceeds?",$556.83,$553.83,$560,$563.17,A,stemez-Business
Joe's Department Store wishes to sell a coat with a 20% margin on the selling price. The cost of thecoatis $40. Find their selling price.,$45,$55,$60,$50,D,stemez-Business
"The Harbor Lights Boat Company loaned an employee $3,000 to help toward the down payment on a new house. The employee agreed to pay 9(1 / 2) % interest for the number of days he owed the money. The date of the loan was September 16, and it was repaid on October 31 of the same year. a. How many days' interest will the company charge the employee? b. What is the amount of interest the company will collect? c. What is the total amount the company received from the employee on October 31?","60 days, $45.63, $3,045.63","45 days, $35.63, $3,035.63","30 days, $25.63, $3,025.63","45 days, $40.63, $3,040.63",B,stemez-Business
"The markup in the radio department of the R.L. Electronics store is 30%. Its sales for this past month were $15,000. The markup in the tube department is 25% and its sales for the month were $40,000. Find the average markup on sales for the two departments.",25%,26.36%,30%,27.5%,B,stemez-Business
"On April 17, Mr. Hicky received a three-month note for $800 bearing interest at 4%. On May 17, his bank dis-counted the note at a 6% interest rate. Find his proceeds.",$799.92,$800,$808,$790.92,A,stemez-Business
"A publisher has fixed daily costs of $300. His books sell for $1.00 a piece, and they cost him 75\textcent a piece. Find the breakeven point.","2,000 books","1,500 books","1,200 books","1,000 books",C,stemez-Business
"What is the property tax on a house with an assessedvalue of$3,250 if the tax rate charged is 2.351%.",$72.51,$80.35,$76.41,$68.24,C,stemez-Business
"During a 6-month heating season, a homeowner expects to average $40 a month for fuel oil. He has purchased the following amounts to date: $37.50, $42.60, $39.80, $40.75, $44.10. What amount will he spend during the last month to maintain the expected average?",$40.00,$45.25,$35.25,$30.00,C,stemez-Business
"The tax rate in the town of Centerville is 11(1 / 2)%. If a tax of $1,794 was paid on a piece of property and the assessment rate in Centerville is 30%, what is the expected market value of the property?","$15,600","$30,000","$52,000","$1,794",C,stemez-Business
"The ABC Corporation has issued 200 bonds, each with a $1,000 face value, redeemable at par after 15 years.In order toaccumulate the funds required for redemption, ABC has establisheda fund of annual deposits earning 4% interest peryear. What will be the principal in the fund at the endof 12 years?Round your answer to the nearest dollar.","$200,000","$9,988.01","$150,080","$15,026",C,stemez-Business
"Mrs. Valdez owns six 9(1/8)% coupon bonds, with a par value of $500 each, on which she receives annual interest. On the date that the annual interest falls due, she clips the coupons from the bonds and presents them at her bank for payment. How much does she receive?",$273.75,$91.25,$45.625,$500,A,stemez-Business
"What is the amount that must be deposited annually at 6% over ten years to yield $300,000?","$25,000","$30,000","$22,761","$20,000",C,stemez-Business
"Mrs. Valdez pays a property tax of 2.432 percent on her home. In addition, a collection fee of 1% of the tax is charged. If the total charge on her home was $70.62, what is its assessed valuation?","$2,875","$3,000","$2,500","$2,750",A,stemez-Business
"A man buys a house and lot for $35,000, paying $12,000 down and borrowing the balance on a 6% mortgage due in 10 years. He pays real-estate taxes of $240, a water tax of $30, and insurance premiums of $70 a year. Allowing 4% interest on his investment, and 2% depreciation on the house valued at $25,000, what is the cost per month of owning the home if repairs average $120 a year?",$245 per month,$250 per month,$220 per month,$235 per month,D,stemez-Business
The markup on a camera is 20% based on the cost. Find the percent markup based on the selling price.,20%,16(2/3)%,120%,83(1/3)%,B,stemez-Business
"A draft for $800, due in 3 months and bearing interest at 4(1/2)%, was discounted 60 days before it was due. If the discount rate was 5%, what were the proceeds?",$805.26,$809.00,$800.00,$802.26,D,stemez-Business
"It costs $5.00 to transport one pound of merchandise 100 miles and $28.50 to transport one pound of merchandise 700 miles. Assuming the relationship between the cost of transportation and mileage is linear, find the function describing the relationship. How much does it cost per pound to transport merchandise 200 miles? 400 miles?",$10.00 and $20.00,$9.90 and $19.80,$7.80 and $15.60,$8.90 and $16.70,D,stemez-Business
BeinstockInc. received a 6-months note on May 17 for $1500 bearing interest at 6%. It was discounted at 8% on September 22. What were the proceeds?,$1575.77,$1545.00,$1500.00,$1525.77,D,stemez-Business
"Two competing department stores have a radio whose cost is $10.82. Both stores advertise that they sell the radio on a 70% markup. However, store A bases the markup on the selling price, while store B bases it on the cost price. What is the selling price of the radio in the two stores?","Store A: $10.82, Store B: $7.57","Store A: $18.39, Store B: $36.07","Store A: $36.07, Store B: $18.39","Store A: $7.57, Store B: $10.82",C,stemez-Business
"Jim Murphy wants to compute the simple interest he will have to pay on a loan of $193 at 6% for 38 days. He decides to use the 6%, 60-day method. How much is the interest?",$0.96,$1.11,$1.93,$1.22,D,stemez-Business
Pauline Key earns $3.50 per hour. She is paid time and a half for all hours worked over 40 per week and double the regular rate for Sunday worked. Last week she worked 48 hours during the regular week and 4(1/2) hours on Sunday. What were her gross earnings for the week?,$182.50,$195.00,$213.50,$235.00,C,stemez-Business
"Two power line construction routes are being considered. Route A is 15 miles long and goes around a lake. Each mile will cost $6,000 to build and $2,000 a year to maintain. At the end of fifteen years, each mile will have a salvage value of $3,000. Route B is an underwater line that cuts 5 miles across the lake. Construction costs will be $31,000 per mile and annual maintenance costs, $400 per mile. The salvage value at the end of fifteen years will be $6,000 per mile. Assuming interest is 8% and taxes are 3% of the construction costs of each power line, compare the annual costs of Route A and Route B for the first year.","$45,000 for Route A and $30,000 for Route B","$35,000 for Route A and $25,000 for Route B","$40,000 for Route A and $20,000 for Route B","$41,558 for Route A and $23,654 for Route B",D,stemez-Business
"James Milford spent $348.88 for tea this year. The tea sells for $.98 a kilogram (kilo), how many kilos did Milford purchase?",356 kilos,325 kilos,400 kilos,375 kilos,A,stemez-Business
"What is the tax on a store with an assessed valuation of $6,640, if the tax rate is $3.87 per $100 and an additional charge of 2% of the tax is added as a collector's fee?",$5.14,$262.11,$256.97,$268.11,B,stemez-Business
The Century Shoe Company bought a machine for $1200. Depreciation was charged at the rate of 20% of the declining balance. Find the book value at the end of 3 years.,$585.60,$768.00,$960.00,$614.40,D,stemez-Business
Find the costof each order. (a) 346 glasses @ 50 \textcent each (b) 870 nails @ 3(1/ 2) \textcent each (c) 125 chains @ $16.48 each.,"$150.00, $25.45, $2,100.00","$200.00, $35.00, $2,500.00","$180.00, $33.45, $1,960.00","$173.00, $30.45, $2,060.00",D,stemez-Business
How many days would be included in a loan from September 2 until December 3?,95 days,92 total number of days,89 days,90 days,B,stemez-Business
Atapedecksells for $200. The dollar markup is $80. Find the percent markup based on the selling price.,40 %,20 %,80 %,60 %,A,stemez-Business
The total cost of producing x cameras is C(x) = 2 + x^3. What is the average cost if 10 cameras are made? What is the marginal cost of producing 10 cameras?,"Average Cost: $100/unit, Marginal Cost: $300","Average Cost: $1000/unit, Marginal Cost: $100","Average Cost: $100/unit, Marginal Cost: $100","Average Cost: $300/unit, Marginal Cost: $100",A,stemez-Business
"The Smart Calculator Corp. has total costs of $15,700 for producing 700 calculators, and total costs of $16,000 for producing 1,000 calculators. Find their variable and fixed costs.","Variable cost: $2 per calculator, Fixed cost: $15,000","Variable cost: $1.5 per calculator, Fixed cost: $14,000","Variable cost: $1 per calculator, Fixed cost: $16,000","Variable cost: $1 per calculator, Fixed cost: $15,000",D,stemez-Business
"McLevin'sSporting Goods Shop started the month of December with an inventory worth $27,300. During the month, it made additional purchases of skating goods for $3,940 and ski equipment costing $6,340. Some of the ski equipment was damaged, and $210 worth was returned by McLevin'sfor credit. At the end of the month the shop had made sales totaling $26,800 and had a merchandise inventory valued at $22,300. a. Find the cost of goods sold. b. Find the gross profit.","Cost of goods sold: $14,070, Gross profit: $12,730","Cost of goods sold: $15,070, Gross profit: $10,730","Cost of goods sold: $15,070, Gross profit: $11,730","Cost of goods sold: $16,070, Gross profit: $10,730",C,stemez-Business
A water bed sells for $330 cash or $40 down and $10.50 a month for 36 months. Find the annual interest rate charged.,18.2%,15.5%,19.7%,22.3%,C,stemez-Business
"Jack receives a 5% commission on all sales. If his sales for the week are $1,200, how much commission does he earn?",$60,$30,$240,$120,A,stemez-Business
"The Charge-It revolving charge card requires payment of one-sixth of the balance each month, along with an interest charge of 1(1/2)%. How much must be paid on a balance of $75? What is the new unpaid balance? What is the annual rate of interest charged?","$12.50, $62.50, 18%","$13.63, $62.50, 18%","$14.63, $61.50, 19%","$13.63, $63.50, 17%",B,stemez-Business
"Harry is paid a 4% commission on all sales. If he sold $2,100 worth of goods last week, what was his commission?",$168,$84,$210,$42,B,stemez-Business
"Ms. Chen purchased a used car, worth $1650, on the installment plan, paying $50 down and $1,840 in monthly installment payments over a period of two years. What annual interest rate did she pay?",18%,14.4%,16%,12%,B,stemez-Business
The daily cost of producing n Gaped Ghouls at the Star Toys Factory is C(n) = 0.2n^2 + n + 900 where C(n) is in dollars. It has been found that t^2 + 100t Caped Ghouls can be produced in t hours. What is the formula for the rate of change of the total cost with respect to time?,0.4n + 1,0.8t^3 + 120t^2 + 4002t + 100,0.8t^3 + 80t^2 + 40t^2 + 4000t + 2t + 100,0.8nt + 40n + 2t + 100,B,stemez-Business
What was the amount of an invoice for which $416.50 was payment in full after a cash discount of $8.50 was taken?,$408.00,$424.00,$425.00,$417.00,C,stemez-Business
A dress sells for $50.00. It has a percent markup of 40% based on the selling price. Find the markup in dollars.,$20.00,$30.00,$10.00,$40.00,A,stemez-Business
"Mr. Atlas had a note for $45,000. He discounted it at his bank 120 days before it was due. The bank's discount rate was 6%. Find Mr. Atlas' proceeds.","$44,100",$900,"$45,900","$45,000",A,stemez-Business
"The Five Star Hotel put down $3,000 worth of carpeting. The carpeting is made to last for five years. The hotel's accountant wishes to use the declining-balance method. What is the depreciation for the second year?","$1,800",$600,"$1,200",$720,D,stemez-Business
"Mr. Okada owns a home worth $28,750 in a town where homes are assessed at 38% of their market value. If Mr. Okada pays property taxes at the rate of $8.42 per $100, and 47% of his property taxes is spent on education, how much of his taxes goes toward education?",$919.89,"$10,925",$432.35,"$28,750",C,stemez-Business
Find the total sale in a gas station if a motorist purchases 13 (6/10) gallons of gas at $.539 a gallon and 2 quarts of oil at $1.10 a quart.,$7.33,$10.53,$2.20,$9.53,D,stemez-Business
"A machinist spent 23(1/2) hours working on a part. If he is paid at the rate of $3.90 per hour , what was the cost of his labor for the part.",$105.30,$85.50,$98.70,$91.65,D,stemez-Business
"A 3-month note for $850, bearing interest at 6% was discounted at 6% a month after it was issued. What were the proceeds?",$862.75,$854.12,$8.63,$850,B,stemez-Business
"Mr. Bancroft of the Second National Bank approved 3 loans today. The first one was to Ms. Atlas for $1,800 at 6% for a period of 60 days. The second one was to Mr. Johnson for $2,400 at 5% for 3 years. The third one was to Mr. Breakman for $7,000 at 6(1 / 2) % for 4 years. How much interest will each of them have to pay?","Ms. Atlas: $1,800, Mr. Johnson: $2,400, Mr. Breakman: $7,000","Ms. Atlas: $18, Mr. Johnson: $360, Mr. Breakman: $1,820","Ms. Atlas: $1,820, Mr. Johnson: $18, Mr. Breakman: $360","Ms. Atlas: $360, Mr. Johnson: $1,820, Mr. Breakman: $18",B,stemez-Business
Field and Co. purchased 100 dolls at $3.25 each. They sold 25 of them for $6 each. What is the minimum retail price that Field and Co. may charge for the rest of the dolls in order that the average retail markup is 35%?,$4.67,$5.50,$6.25,$3.75,A,stemez-Business
A C.B. radio sells for $89.95. The store pays $65.05 for each. Find the percent markup based on the cost and also based on the selling price.,"35.28%, 25.68%","38.28%, 27.68%","38.28%, 22.68%","32.28%, 27.68%",B,stemez-Business
James took a loan of $240 for 30 days at 6% interest. How much interest did he have to pay?,$1.20,$1.80,$0.60,$2.40,A,stemez-Business
"J. Robertson and Co. sold furniture toHaversonStores in the amount of $13,560. A draft dated July 10 was sub-mitted in payment with terms of ""90 days after date,"" bearing interest at 6%. If the draft was discounted on August 30 at 6(1/2)% and the bank charged a collection fee of (1/10)%, find the proceeds.","$13,763.40",$203.40,"$13,652.72","$13,560",C,stemez-Business
"A city has a tax budget totaling $2,455,335. The tax rate is comprised of 52$ per $100 for construction, 31$ per $100 for general health and welfare and $1.42 per $100 for education. What is the assessed valuation of the taxable property?","$2,250,000","$109,126,000","$2,455,335","$1,091,260",B,stemez-Business
"Suppose that your utility bill for July states that you used 328 kw-hrs of electricity and 1400 cu. ft. of natural gas. There is a flat rate of $1.70 for the first 15 kw-hours. Different rates are set for daytime, evening and late-evening to 8 A.M. You used 45 hours at .043 per hour, 140 hours at $.0318 per hour, and 128 hours at .0179 per hour. The charges for gas are: 600 cu. ft. ($3.20 flat charge) plus 800 cu. ft. at $.253 per 100 cu. ft. Your phone bill, subject to a 10% federal tax, has a basic charge of $6.27, plus long distance calls at $1.36 and $3.45. Electric, gas, and phone bills are subject to a 6% city tax. What is the total amount of each bill?","Electric bill: $10.38, Gas bill: $5.22, Phone bill: $11.00","Electric bill: $12.86, Gas bill: $6.27, Phone bill: $5.53","Electric bill: $5.22, Gas bill: $11.00, Phone bill: $10.38","Electric bill: $11.00, Gas bill: $5.53, Phone bill: $12.86",D,stemez-Business
"Mr. Williams owns a piece of property assessed at $7,800 in a city which has a tax rate of $2.80 per $100. How much in property taxes does he pay?",$218.40,$220.00,$210.00,$200.00,A,stemez-Business
"Four high school and college friends started a business of remodeling and selling old automobiles during the summer. For this purpose they paid $600 to rent an empty barn for the summer. They obtained the cars from a dealer for $250 each, and it takes an average of $410 in materials to remodel each car. How many automobiles must the students sell at $1,440. each to obtain a gross profit of $7,000?",9,10,12,11,B,stemez-Business
"In order to help finance his new home, Mr. Hendricks borrowed$5,000 from a bank under a fixed mortgage, agreeingto pay 5% interest yearly, in semiannual installmentswith the mortgage to fall due in twenty years. How much interest is due every six months?",$200,$125,$150,$100,B,stemez-Business
"A tomato cannery has 5000 pounds of grade A tomatoes and 10,000 pounds of grade B tomatoes, from which they will, make whole canned tomatoes and tomato paste. Whole tomatoes must be composed of at least 80 percent grade A tomatoes, whereas tomato paste must be made with at least 10 percent grade A tomatoes. Whole tomatoes sell for $0.08 per pound and paste sells for $0.05 per pound. Formulate a linear program to solve for how much of each product to make, if the company wants to maximize revenue. (Hint: Let x_WA = pounds of A grade tomatoes used in whole tomatoes, x_WB = pounds of B grade tomatoes used in whole tomatoes; the amount of whole tomatoes produced can be found as x_WA + x_WB after x_WA and x_WB are chosen.)",the revenue is $.08 (X_WA + X_WB) + $.05 (X_PA + X_PB),the revenue is $.08 (X_WA + X_WB) + $.10 (X_PA + X_PB),the revenue is $.05 (X_WA + X_WB) + $.08 (X_PA + X_PB),the revenue is $.10 (X_WA + X_WB) + $.05 (X_PA + X_PB),A,stemez-Business
"On October 17, Thomas Long purchased two $1,000 bonds, bearing 6% interest payable January 1 and July 1, at 98. Find his total cost, and the net proceeds to the seller. Assume a brokerage fee of $5 per bond.","$2,006 and $1,996","$2,010 and $1,980","$2,006 and $1,986","$1,960 and $1,986",C,stemez-Business
"A shoe factory has fixed costs of $1200 per day, and variable costs of $1.50 per shoe. Find a linear cost function to represent their daily costs.",Cost = 1000 + 1.5 X,Cost = 1200 + 2 X,Cost = 1200 + 1.5 X,Cost = 1200 + X,C,stemez-Business
"A research worker was interested in racial differences in the standard of living of farm operators in the southeastern United States. He used the presence of running water in farm dwellings as a crude index of the standard of living. For each of 31 economic areas in North Carolina, South Carolina, and Georgia in 1945, he calculated two mea-sures : X = farms operated by nonwhites per 100 white farm operators and Y = percent of farms having running water in dwellings. The fol-lowing values were obtained: \sum X = 1,860\sum Y = 465\sum XY = 23,400 \sum X^2 = 201,600\sum Y^2 = 7,925n = 31 Compute the regression line and the correlation of X and Y.","Y = 18 - 0.05 X, r = - .4867","Y = 18 - 0.05 X, r = - .4000","Y = 20 - 0.05 X, r = - .4867","Y = 18 - 0.06 X, r = - .4867",A,stemez-Business
"In one year Juan earned $30,000. and Don earned $20,000 as free-lance commercial artists. Juan paid $10,000. in taxes. Don paid $6,000. They know that lb + a = T is the linear equation used in computing their tax payments, where I stands for 'income' and T, the amount of tax to be paid. What are the values of the constants a and b?","b = .2, a = - 1","b = .4, a = - 2","b = .4, a = 2","b = .6, a = - 2",B,stemez-Business
"Mrs.Etelmanplans a sinking fund for her daughter's education. She will make a series of equal annual payments from the first year of the fund up to the seventeenth. The fund will yield $2,000 at the be-ginning of the 18^th, 19^th, 20^th and 21^st year. If the rate of interest is 2%, what will be the annual payment made?",$400.98,$420.36,$350.70,$380.52,D,stemez-Business
"Mr.Ozaku, age 20 recently took out a $5,000 ordinary life insurance policy. If he pays a semiannual premium until age 75, how much will hepayin premiums? If he dies, how much will his beneficiary receive?","$5,500 and $4,500","$4,801.50 and $5,000","$5,000 and $4,801.50","$4,500 and $5,500",B,stemez-Business
"The workers of ""K. Industry"" are paid a bonus if they produce more than 180 micro circuits in a 40-hour workweek. The premium paid is 50% of the hours saved. They are paid $2.40 an hour. If worker 'A' completes 150 circuits in a week, and worker 'B' completes 198 circuits, how much more than worker 'A' must worker 'B' be paid?",$2.40,$96,$100.80,$4.80,D,stemez-Business
"A store wishes to make $12,000 profit on sales of $200,000. Find the markup percent on the selling price needed if expenses will be $56,000, markdowns $15,000, shortages $5,000, alteration costs $2,500, and cash discounts earned from vendors $ 4,500.",40%,39.09%,35%,30%,B,stemez-Business
"A factory is considering the purchase of a machine, for $600,000, that is expected to reduce production costs by $200,000 each year. The desired rate of return on this investment is 20%. What is the minimum life the machine must have to assure this rate of return?",less than 5 years,exactly 5 years,slightly greater than 5 years,more than 6 years,C,stemez-Business
"If a plumber is paid $4.50 per hour for all time worked up to 40 hours, and 1(3/4) time for work m excess of 40 hours. What is his pay for a 50-hour work week?",$248.80,$278.80,$238.80,$258.80,D,stemez-Business
"Two pumping systems are being considered for use on a project. The gasoline pump will cost $3,500, has a 6 year life year, and a $500 salvage value. Annual operating and repair costs would be $2,000 the first year, and would rise $300 each succeeding year. The electric pumping system costs $12,000, has a life of 6 years and a salvage value of $1,000. Annual operating and maintenance costs would be $1,000 the first year, and would rise $150 each year. If the current interest rate is 10%, compare the equivalent annual costs of the two pumping systems. Assume all maintenance and repair costs are paid at the end of each year.",The electric pump is more economical,The gasoline pump is more economical,Both pumps have the same costs,The costs cannot be compared,B,stemez-Business
"Joe Troy purchased a chain saw for $1,200 for his lumber mill. The saw will last 6 years and have no residual value. Mr. Troy wishes to use the straight-line method of depreciation. Find the depreciation and book value for the first two years.","$300 per year, $900 after first year, $600 after second year","$400 per year, $800 after first year, $400 after second year","$200 per year, $1000 after first year, $800 after second year","$100 per year, $1100 after first year, $1000 after second year",C,stemez-Business
A loan is made on December 17 for a time period of 120 days. When is it due (not a leap year)?,April 17,April 16,April 15,April 14,B,stemez-Business
